sustainability_rating,eco_friendly_manufacturing,carbon_footprint,water_usage,waste_production,recycling_programs,average_price,product_nameproduct_category,sustainability_status,eco_index,sustainability_level,brand_name,brand_category,country_name,region,year,material_type,renewable,product_line,target_audience,market_trend,trend_score,certification,cert_type
4.18,1,19.41,1711,1.58,1,56.94,ReToy - Personal Care,Fully Sustainable,7.001,High,GreenWave,Startup,Germany,Europe,2016,Paperboard,Yes,Personal Care,Adults,Stable,2,Energy Star,Energy
4.55,1,4.37,627,3.49,1,31.4,TerraJar - Electronics Accessories,Fully Sustainable,8.719,High,EnviroGoods,Startup,Italy,Europe,2022,Recycled Plastic,Partial,Electronics Accessories,Business,Declining,1,EU Ecolabel,Environmental
1.8,0,12.17,1571,13.1,0,9.84,BioBar - Kitchenware,Not Sustainable,1.605,Low,GreenWave,Startup,UK,Europe,2020,Bioplastic,Yes,Kitchenware,Household,Declining,1,ISO14001,Environmental
4.24,1,41.4,388,2.02,1,44.02,TerraTowel - Personal Care,Fully Sustainable,5.997,Medium,LeafyLiving,Multinational,Egypt,Africa,2020,Glass,Partial,Personal Care,Adults,Declining,1,Energy Star,Energy
3.94,1,34.53,998,1.2,0,26.75,BioBrush - Home,Partially Sustainable,2.929,Low,EcoMate,Startup,Brazil,Americas,2021,Organic Cotton,Yes,Home,Household,Declining,1,FSC,Environmental
1.79,0,70.81,522,9.3,1,9.24,TerraJar - Kitchenware,Not Sustainable,2.096,Low,Earthly,Local,Egypt,Africa,2019,Recycled Plastic,Partial,Kitchenware,Household,Rising,3,EU Ecolabel,Environmental
4.76,0,4.17,700,3.87,1,39.76,PureBar - Electronics Accessories,Partially Sustainable,9.139,High,EcoCraft,Multinational,Turkey,Asia,2016,Bamboo,Yes,Electronics Accessories,Business,Stable,2,None,None
3.26,0,11.4,2051,4.76,0,8.56,EcoPack - Home,Not Sustainable,2.926,Low,VerdeVibe,Local,Germany,Europe,2015,Aluminum,Partial,Home,Household,Declining,1,Fair Trade,Ethical
3.15,0,25.36,1316,2.79,0,18.43,PureToy - Clothing,Not Sustainable,2.513,Low,EcoCraft,Multinational,Vietnam,Asia,2020,Bioplastic,Yes,Clothing,Adults,Rising,3,FSC,Environmental
3.52,1,47.82,77,7.03,1,23.24,GreenToy - Kitchenware,Partially Sustainable,4.763,Medium,EnviroGoods,Startup,Brazil,Americas,2023,Paperboard,Yes,Kitchenware,Household,Declining,1,ISO14001,Environmental
3.21,0,162.16,347,9.37,0,37.88,BioShirt - Toys,Not Sustainable,1.224,Low,BluePlanet,Multinational,France,Europe,2018,Paperboard,Yes,Toys,Kids,Rising,3,None,None
2.44,0,4.36,1485,2.09,0,5.56,TerraPack - Garden,Not Sustainable,2.338,Low,ReNewCo,Local,Brazil,Americas,2022,Paperboard,Yes,Garden,Household,Declining,1,EU Ecolabel,Environmental
4.42,0,5.5,121,22.04,1,14.3,TerraTowel - Electronics Accessories,Partially Sustainable,8.379,High,EarthKind,Local,Vietnam,Asia,2017,Aluminum,Partial,Electronics Accessories,Business,Stable,2,GOTS,Environmental
2.37,0,17.8,424,2.51,1,1.32,BioCup - Personal Care,Not Sustainable,4.024,Medium,EcoSense,Local,Turkey,Asia,2020,Paperboard,Yes,Personal Care,Adults,Rising,3,EU Ecolabel,Environmental
4.86,0,17.37,541,3.02,1,47.94,TerraJar - Office Supplies,Partially Sustainable,8.282,High,GreenWorks,Startup,USA,Americas,2023,Aluminum,Partial,Office Supplies,Business,Rising,3,EU Ecolabel,Environmental
4.34,1,5.76,430,7.09,1,61.57,TerraTowel - Garden,Fully Sustainable,8.207,High,EnviroGoods,Startup,Italy,Europe,2019,Recycled Plastic,Partial,Garden,Household,Stable,2,Cradle to Cradle,Environmental
5.0,1,13.73,1008,0.3,1,68.28,PureShirt - Garden,Fully Sustainable,8.793,High,GreenRoots,Local,Italy,Europe,2024,Hemp,Yes,Garden,Household,Declining,1,EU Ecolabel,Environmental
2.85,0,19.18,832,4.45,1,26.45,ReCup - Packaging,Not Sustainable,4.783,Medium,PlanetWell,Local,China,Asia,2023,Glass,Partial,Packaging,Business,Declining,1,None,None
4.93,1,8.91,71,17.22,1,52.2,BioToy - Personal Care,Fully Sustainable,9.053,High,PlanetWell,Local,India,Asia,2022,Aluminum,Partial,Personal Care,Adults,Stable,2,Energy Star,Energy
5.0,1,30.38,52,5.93,0,30.24,TerraJar - Packaging,Partially Sustainable,3.835,Medium,EarthKind,Local,UK,Europe,2023,Hemp,Yes,Packaging,Business,Stable,2,Fair Trade,Ethical
3.51,0,18.57,57,2.15,0,63.18,BioTowel - Electronics Accessories,Not Sustainable,2.96,Low,EcoCraft,Multinational,Egypt,Africa,2022,Bioplastic,Yes,Electronics Accessories,Business,Declining,1,GOTS,Environmental
3.71,1,15.82,3335,3.01,1,30.73,GreenBrush - Clothing,Partially Sustainable,6.406,High,GreenWorks,Startup,Germany,Europe,2022,Stainless Steel,No,Clothing,Adults,Rising,3,Rainforest Alliance,Environmental
4.39,1,10.3,126,0.49,0,24.85,GreenBottle - Office Supplies,Partially Sustainable,3.98,Medium,VerdeVibe,Local,Italy,Europe,2016,Organic Cotton,Yes,Office Supplies,Business,Stable,2,FSC,Environmental
2.65,1,30.37,250,37.05,0,5.64,BioTowel - Electronics Accessories,Not Sustainable,2.033,Low,EcoSense,Local,Turkey,Asia,2015,Recycled Plastic,Partial,Electronics Accessories,Business,Declining,1,ISO14001,Environmental
4.76,1,17.15,727,6.82,0,9.33,GreenShirt - Electronics Accessories,Partially Sustainable,4.063,Medium,BluePlanet,Multinational,Italy,Europe,2022,Aluminum,Partial,Electronics Accessories,Business,Rising,3,FSC,Environmental
3.49,0,15.5,103,6.79,0,55.65,GreenPack - Office Supplies,Not Sustainable,3.022,Medium,GreenRoots,Local,Brazil,Americas,2017,Hemp,Yes,Office Supplies,Business,Stable,2,GOTS,Environmental
1.09,0,24.25,186,7.74,1,1.02,ReTowel - Clothing,Not Sustainable,1.755,Low,ReNewCo,Local,France,Europe,2021,Glass,Partial,Clothing,Adults,Rising,3,ISO14001,Environmental
2.95,0,47.21,3389,54.88,1,13.41,BioCup - Packaging,Not Sustainable,4.008,Medium,EarthKind,Local,India,Asia,2025,Stainless Steel,No,Packaging,Business,Stable,2,None,None
1.86,0,57.47,4557,12.94,1,37.7,BioToy - Packaging,Not Sustainable,2.362,Low,EcoMate,Startup,UK,Europe,2022,Organic Cotton,Yes,Packaging,Business,Stable,2,ISO14001,Environmental
3.3,0,11.59,492,3.46,0,37.95,EcoBar - Clothing,Not Sustainable,2.957,Low,PlanetWell,Local,China,Asia,2017,Recycled Plastic,Partial,Clothing,Adults,Declining,1,None,None
4.37,0,44.13,573,4.7,1,50.62,EcoToy - Clothing,Partially Sustainable,6.064,High,GreenRoots,Local,Italy,Europe,2018,Aluminum,Partial,Clothing,Adults,Rising,3,Fair Trade,Ethical
1.73,0,42.16,730,7.74,0,10.99,TerraBottle - Office Supplies,Not Sustainable,1.217,Low,ReNewCo,Local,Brazil,Americas,2020,Organic Cotton,Yes,Office Supplies,Business,Stable,2,None,None
3.89,0,10.06,1391,6.35,1,36.16,EcoCup - Toys,Partially Sustainable,7.069,High,EcoPure,Local,China,Asia,2024,Bamboo,Yes,Toys,Kids,Rising,3,Energy Star,Energy
2.87,0,54.83,624,2.58,0,22.85,TerraTowel - Personal Care,Not Sustainable,1.854,Low,BioBloom,Local,Turkey,Asia,2025,Paperboard,Yes,Personal Care,Adults,Stable,2,None,None
4.07,1,29.39,609,4.35,0,51.09,PureToy - Electronics Accessories,Partially Sustainable,3.146,Medium,TerraLeaf,Local,Spain,Europe,2017,Paperboard,Yes,Electronics Accessories,Business,Rising,3,ISO14001,Environmental
4.61,1,30.09,142,1.39,1,32.94,GreenTowel - Packaging,Fully Sustainable,7.087,High,LeafyLiving,Multinational,Italy,Europe,2019,Bamboo,Yes,Packaging,Business,Stable,2,FSC,Environmental
5.0,0,16.97,3300,2.98,0,41.12,BioShirt - Toys,Not Sustainable,4.275,Medium,TerraLeaf,Local,Brazil,Americas,2025,Bamboo,Yes,Toys,Kids,Rising,3,EU Ecolabel,Environmental
3.43,0,18.71,162,1.62,0,36.82,ReTowel - Garden,Not Sustainable,2.889,Low,GreenWorks,Startup,Germany,Europe,2016,Stainless Steel,No,Garden,Household,Rising,3,Fair Trade,Ethical
4.45,1,174.16,180,2.7,1,27.93,ReShirt - Toys,Fully Sustainable,3.246,Medium,NatureNest,Local,USA,Americas,2018,Aluminum,Partial,Toys,Kids,Stable,2,EU Ecolabel,Environmental
4.51,1,33.51,104,1.63,1,54.39,GreenCup - Kitchenware,Fully Sustainable,6.756,High,EarthKind,Local,Spain,Europe,2015,Glass,Partial,Kitchenware,Household,Stable,2,Fair Trade,Ethical
3.84,0,38.72,126,0.77,0,20.28,ReBrush - Office Supplies,Not Sustainable,2.768,Low,PlanetWell,Local,Spain,Europe,2015,Recycled Plastic,Partial,Office Supplies,Business,Declining,1,Fair Trade,Ethical
4.12,0,137.7,200,30.7,0,48.65,PureToy - Toys,Not Sustainable,1.733,Low,VerdeVibe,Local,China,Asia,2019,Glass,Partial,Toys,Kids,Declining,1,Energy Star,Energy
2.25,0,36.2,1655,0.65,0,27.17,PureBrush - Garden,Not Sustainable,1.652,Low,LeafyLiving,Multinational,USA,Americas,2023,Hemp,Yes,Garden,Household,Declining,1,None,None
4.56,0,21.78,272,3.1,1,37.13,ReCup - Packaging,Partially Sustainable,7.489,High,PlanetWell,Local,Vietnam,Asia,2022,Bioplastic,Yes,Packaging,Business,Rising,3,FSC,Environmental
2.44,1,13.88,336,6.14,0,11.05,EcoToy - Office Supplies,Not Sustainable,2.143,Low,VerdeVibe,Local,China,Asia,2023,Bioplastic,Yes,Office Supplies,Business,Rising,3,EU Ecolabel,Environmental
2.72,1,54.26,795,3.22,1,29.79,EcoShirt - Clothing,Not Sustainable,3.527,Medium,GreenWave,Startup,India,Asia,2021,Bioplastic,Yes,Clothing,Adults,Declining,1,None,None
3.09,1,24.19,1470,2.83,0,8.31,PureShirt - Toys,Partially Sustainable,2.488,Low,VerdeVibe,Local,Vietnam,Asia,2020,Paperboard,Yes,Toys,Kids,Rising,3,None,None
3.37,0,5.34,300,3.57,0,8.26,TerraBottle - Packaging,Not Sustainable,3.199,Medium,GreenWave,Startup,France,Europe,2019,Hemp,Yes,Packaging,Business,Stable,2,Fair Trade,Ethical
3.98,1,14.49,1442,4.94,0,45.83,EcoJar - Electronics Accessories,Partially Sustainable,3.476,Medium,GreenWave,Startup,India,Asia,2025,Organic Cotton,Yes,Electronics Accessories,Business,Rising,3,Rainforest Alliance,Environmental
4.57,0,12.77,292,0.88,1,59.29,EcoPack - Electronics Accessories,Partially Sustainable,8.105,High,Earthly,Local,UK,Europe,2018,Organic Cotton,Yes,Electronics Accessories,Business,Declining,1,None,None
3.37,0,7.64,1019,0.65,0,22.26,EcoToy - Personal Care,Not Sustainable,3.131,Medium,EcoCraft,Multinational,Spain,Europe,2025,Glass,Partial,Personal Care,Adults,Stable,2,Fair Trade,Ethical
4.32,0,10.14,133,2.62,0,8.05,BioJar - Kitchenware,Not Sustainable,3.922,Medium,NatureNest,Local,Vietnam,Asia,2020,Bioplastic,Yes,Kitchenware,Household,Rising,3,Cradle to Cradle,Environmental
4.14,1,14.66,240,3.1,1,36.61,TerraCup - Electronics Accessories,Fully Sustainable,7.221,High,NatureNest,Local,Brazil,Americas,2020,Paperboard,Yes,Electronics Accessories,Business,Declining,1,ISO14001,Environmental
4.09,1,15.97,65,6.69,1,43.38,TerraJar - Office Supplies,Fully Sustainable,7.054,High,PureCycle,Local,China,Asia,2015,Bioplastic,Yes,Office Supplies,Business,Stable,2,FSC,Environmental
3.68,1,55.77,396,11.75,1,52.91,PureJar - Garden,Partially Sustainable,4.725,Medium,GreenRoots,Local,USA,Americas,2023,Organic Cotton,Yes,Garden,Household,Rising,3,Cradle to Cradle,Environmental
4.02,1,8.13,295,12.32,1,12.74,BioTowel - Toys,Fully Sustainable,7.435,High,GreenRoots,Local,Germany,Europe,2015,Recycled Plastic,Partial,Toys,Kids,Declining,1,Cradle to Cradle,Environmental
3.15,0,15.83,158,10.54,1,32.15,ReJar - Toys,Partially Sustainable,5.439,Medium,GreenWorks,Startup,UK,Europe,2019,Bioplastic,Yes,Toys,Kids,Declining,1,EU Ecolabel,Environmental
2.86,1,44.59,404,2.29,0,12.91,TerraJar - Office Supplies,Not Sustainable,1.978,Low,GreenWorks,Startup,Germany,Europe,2017,Paperboard,Yes,Office Supplies,Business,Stable,2,EU Ecolabel,Environmental
3.89,0,45.7,200,6.77,0,57.63,ReBar - Clothing,Not Sustainable,2.67,Low,GreenWave,Startup,Egypt,Africa,2024,Stainless Steel,No,Clothing,Adults,Stable,2,Rainforest Alliance,Environmental
2.37,0,40.23,1534,5.16,0,37.27,ReTowel - Electronics Accessories,Not Sustainable,1.69,Low,EcoPure,Local,India,Asia,2021,Organic Cotton,Yes,Electronics Accessories,Business,Declining,1,None,None
5.0,0,18.05,194,8.0,1,57.63,BioCup - Personal Care,Partially Sustainable,8.471,High,EcoCraft,Multinational,France,Europe,2019,Paperboard,Yes,Personal Care,Adults,Rising,3,Fair Trade,Ethical
1.23,1,39.58,496,10.08,1,4.4,EcoShirt - Garden,Not Sustainable,1.762,Low,EcoCraft,Multinational,Egypt,Africa,2025,Paperboard,Yes,Garden,Household,Rising,3,None,None
3.42,0,8.68,997,20.2,1,16.48,TerraCup - Home,Partially Sustainable,6.294,High,Sustainify,Startup,Egypt,Africa,2018,Hemp,Yes,Home,Household,Declining,1,EU Ecolabel,Environmental
2.24,0,29.9,568,16.54,0,1.04,GreenPack - Garden,Not Sustainable,1.724,Low,EarthKind,Local,Brazil,Americas,2016,Hemp,Yes,Garden,Household,Rising,3,None,None
3.02,0,2.71,2425,6.18,1,18.25,EcoPack - Clothing,Partially Sustainable,5.881,Medium,NatureNest,Local,USA,Americas,2022,Bioplastic,Yes,Clothing,Adults,Declining,1,ISO14001,Environmental
2.31,0,8.39,947,2.1,1,19.66,EcoToy - Office Supplies,Not Sustainable,4.262,Medium,GreenWorks,Startup,Spain,Europe,2015,Recycled Plastic,Partial,Office Supplies,Business,Rising,3,ISO14001,Environmental
5.0,0,9.05,81,4.68,1,26.61,GreenCup - Home,Partially Sustainable,9.17,High,Sustainify,Startup,Italy,Europe,2015,Organic Cotton,Yes,Home,Household,Declining,1,EU Ecolabel,Environmental
5.0,1,52.12,211,1.48,1,38.61,EcoTowel - Office Supplies,Fully Sustainable,6.574,High,PureCycle,Local,Egypt,Africa,2023,Hemp,Yes,Office Supplies,Business,Declining,1,ISO14001,Environmental
3.23,0,31.96,1523,1.86,0,42.46,EcoBottle - Packaging,Not Sustainable,2.448,Low,EcoSense,Local,USA,Americas,2018,Bamboo,Yes,Packaging,Business,Stable,2,FSC,Environmental
4.06,1,10.22,92,4.45,0,19.71,TerraBrush - Electronics Accessories,Partially Sustainable,3.684,Medium,EnviroGoods,Startup,Egypt,Africa,2021,Organic Cotton,Yes,Electronics Accessories,Business,Stable,2,FSC,Environmental
4.42,1,4.95,590,3.47,1,30.79,TerraBottle - Clothing,Fully Sustainable,8.423,High,VerdeVibe,Local,USA,Americas,2016,Aluminum,Partial,Clothing,Adults,Stable,2,Fair Trade,Ethical
3.41,0,60.76,99,3.15,0,17.82,ReShirt - Office Supplies,Not Sustainable,2.121,Low,GreenRoots,Local,Spain,Europe,2019,Paperboard,Yes,Office Supplies,Business,Declining,1,None,None
3.47,0,10.22,48,1.74,0,54.27,TerraToy - Kitchenware,Not Sustainable,3.148,Medium,BioBloom,Local,UK,Europe,2015,Bioplastic,Yes,Kitchenware,Household,Declining,1,Rainforest Alliance,Environmental
3.72,0,23.25,269,4.09,0,25.75,ReToy - Electronics Accessories,Not Sustainable,3.018,Medium,BluePlanet,Multinational,Turkey,Asia,2022,Organic Cotton,Yes,Electronics Accessories,Business,Stable,2,FSC,Environmental
3.97,0,19.29,85,5.13,0,2.18,ReJar - Clothing,Not Sustainable,3.328,Medium,EcoMate,Startup,Vietnam,Asia,2019,Paperboard,Yes,Clothing,Adults,Declining,1,ISO14001,Environmental
3.87,1,4.39,321,1.42,1,33.74,BioToy - Clothing,Partially Sustainable,7.415,High,GreenRoots,Local,India,Asia,2023,Hemp,Yes,Clothing,Adults,Declining,1,None,None
4.02,1,77.23,54,9.72,0,37.17,GreenBottle - Office Supplies,Partially Sustainable,2.268,Low,PureCycle,Local,Germany,Europe,2019,Glass,Partial,Office Supplies,Business,Rising,3,None,None
3.09,0,48.56,343,9.28,0,11.02,BioPack - Toys,Not Sustainable,2.08,Low,GreenWorks,Startup,Egypt,Africa,2017,Hemp,Yes,Toys,Kids,Stable,2,FSC,Environmental
2.93,0,61.23,2845,4.87,1,17.51,EcoJar - Personal Care,Not Sustainable,3.635,Medium,VerdeVibe,Local,Brazil,Americas,2019,Recycled Plastic,Partial,Personal Care,Adults,Stable,2,None,None
3.32,1,21.9,322,6.29,0,21.05,GreenBar - Office Supplies,Partially Sustainable,2.724,Low,EarthKind,Local,Spain,Europe,2018,Organic Cotton,Yes,Office Supplies,Business,Rising,3,GOTS,Environmental
4.25,0,4.99,1421,15.57,1,23.8,TerraBottle - Clothing,Partially Sustainable,8.096,High,EnviroGoods,Startup,Germany,Europe,2025,Glass,Partial,Clothing,Adults,Declining,1,Energy Star,Energy
2.68,0,38.73,124,3.39,1,38.34,BioCup - Personal Care,Not Sustainable,3.864,Medium,Earthly,Local,Vietnam,Asia,2023,Hemp,Yes,Personal Care,Adults,Stable,2,None,None
4.16,1,119.37,406,2.27,0,37.37,EcoBar - Garden,Partially Sustainable,1.896,Low,ReNewCo,Local,Egypt,Africa,2021,Bioplastic,Yes,Garden,Household,Rising,3,GOTS,Environmental
3.36,1,18.27,408,1.99,0,32.83,GreenTowel - Home,Partially Sustainable,2.841,Low,BluePlanet,Multinational,China,Asia,2021,Stainless Steel,No,Home,Household,Declining,1,FSC,Environmental
2.23,0,14.36,512,0.76,0,28.83,EcoShirt - Garden,Not Sustainable,1.95,Low,ReNewCo,Local,Turkey,Asia,2017,Recycled Plastic,Partial,Garden,Household,Rising,3,None,None
1.65,0,68.35,148,4.51,0,19.29,ReCup - Kitchenware,Not Sustainable,0.98,Low,GreenWorks,Startup,UK,Europe,2015,Hemp,Yes,Kitchenware,Household,Stable,2,None,None
5.0,1,14.39,23,7.83,0,41.52,TerraToy - Packaging,Partially Sustainable,4.371,Medium,BioBloom,Local,India,Asia,2022,Glass,Partial,Packaging,Business,Stable,2,Cradle to Cradle,Environmental
3.56,0,34.46,27,4.45,1,24.45,GreenBrush - Toys,Partially Sustainable,5.295,Medium,PureCycle,Local,Spain,Europe,2022,Aluminum,Partial,Toys,Kids,Stable,2,FSC,Environmental
4.6,1,29.88,41,11.21,0,47.74,EcoTowel - Electronics Accessories,Partially Sustainable,3.542,Medium,EcoMate,Startup,Italy,Europe,2025,Paperboard,Yes,Electronics Accessories,Business,Declining,1,Rainforest Alliance,Environmental
2.11,0,32.23,2119,1.98,0,36.76,EcoCup - Garden,Not Sustainable,1.596,Low,EnviroGoods,Startup,Egypt,Africa,2018,Bamboo,Yes,Garden,Household,Declining,1,None,None
2.14,0,13.69,195,20.31,0,9.03,TerraTowel - Home,Not Sustainable,1.882,Low,GreenWorks,Startup,Italy,Europe,2020,Organic Cotton,Yes,Home,Household,Stable,2,None,None
2.45,0,42.96,1222,10.08,0,15.43,ReTowel - Garden,Not Sustainable,1.714,Low,ReNewCo,Local,USA,Americas,2018,Organic Cotton,Yes,Garden,Household,Rising,3,EU Ecolabel,Environmental
3.73,1,9.78,2809,11.99,0,48.54,PureBrush - Toys,Partially Sustainable,3.398,Medium,TerraLeaf,Local,Vietnam,Asia,2016,Bioplastic,Yes,Toys,Kids,Declining,1,ISO14001,Environmental
4.21,0,27.3,73,6.88,0,38.81,TerraBrush - Clothing,Not Sustainable,3.307,Medium,PlanetWell,Local,China,Asia,2021,Bamboo,Yes,Clothing,Adults,Stable,2,Fair Trade,Ethical
4.64,1,31.99,554,0.78,0,40.06,EcoToy - Electronics Accessories,Partially Sustainable,3.515,Medium,TerraLeaf,Local,Turkey,Asia,2021,Hemp,Yes,Electronics Accessories,Business,Rising,3,Cradle to Cradle,Environmental
3.0,0,30.04,284,3.86,1,31.89,BioTowel - Electronics Accessories,Partially Sustainable,4.614,Medium,TerraLeaf,Local,Spain,Europe,2023,Glass,Partial,Electronics Accessories,Business,Stable,2,ISO14001,Environmental
3.11,0,25.5,73,2.29,0,35.94,PureCup - Electronics Accessories,Not Sustainable,2.478,Low,GreenRoots,Local,Egypt,Africa,2023,Paperboard,Yes,Electronics Accessories,Business,Stable,2,FSC,Environmental
2.39,0,97.39,1812,4.4,1,63.88,PureBottle - Office Supplies,Not Sustainable,2.422,Low,EcoCraft,Multinational,China,Asia,2021,Paperboard,Yes,Office Supplies,Business,Stable,2,EU Ecolabel,Environmental
4.62,1,5.56,705,3.8,0,29.55,TerraPack - Electronics Accessories,Partially Sustainable,4.377,Medium,VerdeVibe,Local,Brazil,Americas,2019,Paperboard,Yes,Electronics Accessories,Business,Rising,3,EU Ecolabel,Environmental
2.54,0,72.45,262,4.95,0,6.58,EcoTowel - Personal Care,Not Sustainable,1.473,Low,PlanetWell,Local,France,Europe,2022,Organic Cotton,Yes,Personal Care,Adults,Declining,1,EU Ecolabel,Environmental
2.83,0,21.63,785,0.5,0,23.55,PureJar - Office Supplies,Not Sustainable,2.327,Low,Sustainify,Startup,France,Europe,2024,Organic Cotton,Yes,Office Supplies,Business,Rising,3,None,None
2.83,0,99.82,16853,3.71,1,2.53,ReBrush - Office Supplies,Not Sustainable,2.833,Low,EcoSense,Local,Germany,Europe,2018,Recycled Plastic,Partial,Office Supplies,Business,Rising,3,ISO14001,Environmental
3.61,1,15.82,4157,19.65,1,44.08,ReCup - Home,Partially Sustainable,6.234,High,BluePlanet,Multinational,Brazil,Americas,2021,Glass,Partial,Home,Household,Declining,1,FSC,Environmental
2.97,0,46.38,650,6.19,0,1.33,TerraTowel - Personal Care,Not Sustainable,2.029,Low,EcoCraft,Multinational,UK,Europe,2021,Bioplastic,Yes,Personal Care,Adults,Stable,2,None,None
4.46,1,16.77,268,2.16,1,27.7,EcoPack - Toys,Fully Sustainable,7.639,High,GreenRoots,Local,Turkey,Asia,2016,Hemp,Yes,Toys,Kids,Rising,3,FSC,Environmental
3.79,1,3.2,953,1.64,1,2.02,EcoToy - Packaging,Partially Sustainable,7.345,High,NatureNest,Local,Vietnam,Asia,2025,Bamboo,Yes,Packaging,Business,Declining,1,FSC,Environmental
5.0,0,5.43,108,9.22,1,72.82,EcoJar - Toys,Partially Sustainable,9.485,High,GreenWorks,Startup,Spain,Europe,2015,Bioplastic,Yes,Toys,Kids,Declining,1,Cradle to Cradle,Environmental
2.12,0,11.68,211,13.7,0,40.79,EcoBar - Electronics Accessories,Not Sustainable,1.898,Low,LeafyLiving,Multinational,Brazil,Americas,2019,Stainless Steel,No,Electronics Accessories,Business,Declining,1,ISO14001,Environmental
2.53,0,110.58,230,7.36,1,1.23,TerraBar - Toys,Not Sustainable,2.403,Low,BluePlanet,Multinational,Brazil,Americas,2015,Paperboard,Yes,Toys,Kids,Declining,1,EU Ecolabel,Environmental
3.39,0,18.58,285,6.48,0,13.79,GreenBottle - Office Supplies,Not Sustainable,2.859,Low,EarthKind,Local,India,Asia,2020,Bamboo,Yes,Office Supplies,Business,Declining,1,GOTS,Environmental
2.7,1,39.56,2566,5.15,0,29.56,EcoCup - Toys,Not Sustainable,1.935,Low,PureCycle,Local,Turkey,Asia,2018,Aluminum,Partial,Toys,Kids,Stable,2,None,None
4.18,1,37.58,104,1.94,1,26.45,ReBar - Garden,Fully Sustainable,6.076,High,BioBloom,Local,China,Asia,2025,Recycled Plastic,Partial,Garden,Household,Rising,3,GOTS,Environmental
5.0,0,21.29,448,4.62,1,25.19,ReBottle - Packaging,Partially Sustainable,8.245,High,EcoMate,Startup,France,Europe,2025,Glass,Partial,Packaging,Business,Stable,2,Cradle to Cradle,Environmental
5.0,1,20.68,612,0.68,0,56.69,BioTowel - Garden,Partially Sustainable,4.143,Medium,BioBloom,Local,USA,Americas,2022,Paperboard,Yes,Garden,Household,Declining,1,GOTS,Environmental
3.18,0,5.89,141,1.53,1,7.57,GreenCup - Garden,Partially Sustainable,6.006,High,GreenRoots,Local,Turkey,Asia,2018,Organic Cotton,Yes,Garden,Household,Stable,2,Energy Star,Energy
